,Category,Message
473,0,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered ltgt to my account and ltgt dollars got removed so the banks differ and charges also differbe sure you trust the ja person you are sending account details to cos
474,1,want get laid tonight want real dogging locations sent direct ur mob join the uks largest dogging network by txting moan to nyt eca
475,0,nice line said by a broken heart plz dont cum more times infront of me other wise once again i ll trust u good t
476,0,ok im gonna head up to usf in like fifteen minutes
477,0,love you aathilove u lot
478,0,tension ahwhat machiany problem
479,0,k can i pick up another th when youre done
480,0,whenre you guys getting back g said you were thinking about not staying for mcr
481,0,almost there see u in a sec
482,0,yo carlos a few friends are already asking me about you you working at all this weekend
483,0,watching tv lor
484,0,thank you baby i cant wait to taste the real thing
485,0,you should change your fb to jaykwon thuglyfe falconerf
486,0,if we win its really no side for long time
487,1,free message activate your free text messages by replying to this message with the word free for terms conditions visit
488,0,dear reached railway what happen to you
489,0,depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe
490,0,i think ive fixed it can you send a test message
491,0,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
492,1,congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bxipwe pm dont miss out
493,0,sorryin meeting ill call later
494,0,what class of ltgt reunion
495,0,are you free nowcan i call now
496,0,got meh when
497,0,nope think i will go for it on monday sorry i replied so late
498,0,some of them told accenture is not confirm is it true
499,0,kate jackson rec center before ish right
500,0,dear i have reache room
501,0,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose
502,0,when can ü come out
503,0,check with nuerologist
504,0,lolnice i went from a fish to water
505,1,error
506,0,no its waiting in e car dats bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat
507,0,maybe westshore or hyde park village the place near my house
508,0,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need
509,0,whats the significance
510,0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
511,0,at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try
512,0,prabhaim sorydarealyfrm heart im sory
513,0,lol ok your forgiven
514,0,nojst change tat only
515,1,you are guaranteed the latest nokia phone a gb ipod mp player or a £ prize txt word collect to no ibhltd ldnwh pmtmsgrcvd
516,0,sno competition for him
517,1,boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more
518,1,your credits have been topped up for your renewal pin is tgxxrz
519,0,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri
520,0,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now
521,0,but thats on ebay it might be less elsewhere
522,0,shall i come to get pickle
523,0,were gonna go get some tacos
524,0,thats very rude you on campus
525,1,urgent your mobile no was awarded a £ bonus caller prize on this is our nd attempt to contact you call boxqu
526,0,hi i wont b ard christmas but do enjoy n merry xmas
527,1,todays offer claim ur £ worth of discount vouchers text yes to now savamob member offers mobile t cs £ sub unsub reply x
528,0,yes how is a pretty lady like you single
529,1,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg
530,0,jay says that youre a doublefaggot
531,1,private your account statement for shows unredeemed sim points call identifier code expires
532,0,what todaysundaysunday is holidayso no work
533,0,gudnitetcpractice going on
534,0,ill be late
535,0,ive not called you in a while this is hoping it was lr malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day
536,0,good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea
537,0,probably gonna be here for a while see you later tonight lt
538,0,or maybe my fat fingers just press all these buttons and it doesnt know what to do
539,0,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
540,0,i am in tirupur da once you started from office call me
541,1,from maxmonth tcsc web age stop txt stop
542,0,a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are married
543,0,but am going to college pa what to do are else ill come there it self pa
544,0,oclock at mine just to bash out a flat plan
545,0,this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed
546,0,then any special there
547,0,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin
548,0,sorry that took so long omw now
549,0,wait ltgt min
550,0,ok give me minutes i think i see her btw youre my alibi you were cutting my hair the whole time
551,0,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck
